帖子链接,帖子标题,时间,回复数量
https://www.douban.com/group/topic/200889310/,女生废物求助,2020-11-12,60回应
https://www.douban.com/group/topic/200878329/,读博还是考公,2020-11-12,11回应
https://www.douban.com/group/topic/200829152/,今年毕业,2020-11-12,1回应
https://www.douban.com/group/topic/200800921/,一个疑问 🏠和水硕,2020-11-12,86回应
https://www.douban.com/group/topic/200798190/,这两届的应届生是不是最惨的了？,2020-11-12,12回应
https://www.douban.com/group/topic/200791291/,现在二本男生很好找工作？,2020-11-12,60回应
https://www.douban.com/group/topic/200776951/,令人心动的咸鱼生活,2020-11-12,130回应
https://www.douban.com/group/topic/200776087/,二三线城市推荐/不推荐,2020-11-12,373回应
https://www.douban.com/group/topic/200767458/,入党都卷，一年比一年卷,2020-11-11,71回应
https://www.douban.com/group/topic/200747941/,从一线城市回到欠发达老家的历程|辞掉编制回到大城...,2020-11-11,381回应
https://www.douban.com/group/topic/200726338/,0offer选手在此,2020-11-11,8回应
https://www.douban.com/group/topic/200723647/,大四了我真的好迷茫好焦虑啊啊啊啊啊,2020-11-11,6回应
https://www.douban.com/group/topic/200669424/,请问四大行的柜员坑吗，待遇啥样哇,2020-11-11,9回应
https://www.douban.com/group/topic/200600689/,请问到底怎么克服自卑呢,2020-11-10,12回应
https://www.douban.com/group/topic/200593678/,555终于有人打破了陪我一起秋招的人全都0offer的僵...,2020-11-10,30回应
https://www.douban.com/group/topic/200555006/,有感于Levis 创始人卖牛仔裤，谈谈我对教育的看法,2020-11-10,7回应
https://www.douban.com/group/topic/200506916/,求助 非法本研究生没有法考证书能找什么工作…除了...,2020-11-10,5回应
https://www.douban.com/group/topic/200499703/,教培和房地产中介哪个更好,2020-11-09,8回应
https://www.douban.com/group/topic/200491841/,表姐比我混得好多了,2020-11-09,120回应
https://www.douban.com/group/topic/200489038/,考公是不是很看绩点啊,2020-11-09,23回应
https://www.douban.com/group/topic/200484929/,人生好难o 叹气,2020-11-09,1回应
https://www.douban.com/group/topic/200473899/,第一年全职考公失败，第二年是应该继续全职备考还...,2020-11-09,23回应
https://www.douban.com/group/topic/200469298/,考公的难度相比考研？,2020-11-09,29回应
https://www.douban.com/group/topic/200463946/,为什么这么多人都执着于考公啊,2020-11-09,223回应
https://www.douban.com/group/topic/200453034/,统计组里准备考gwy的多吗？,2020-11-09,2回应
https://www.douban.com/group/topic/200451514/,five们对于未来的规划是怎样的,2020-11-09,18回应
https://www.douban.com/group/topic/200443234/,大家讨论一下未来？,2020-11-09,75回应
https://www.douban.com/group/topic/200442126/,真诚求问，0基础转云计算靠谱吗？,2020-11-09,41回应
https://www.douban.com/group/topic/200436974/,想找和本科专业毫不相干的工作该做些什么,2020-11-09,16回应
https://www.douban.com/group/topic/200420058/,从江苏考公到内陆省份有必要吗？,2020-11-09,31回应
https://www.douban.com/group/topic/200419975/,今天签约了，选择妥协,2020-11-09,73回应
https://www.douban.com/group/topic/200404014/,无论对未来画多大的饼，都不值得一个人放弃当下的生活,2020-11-09,457回应
https://www.douban.com/group/topic/200388690/,做个普通人咋这么难,2020-11-09,1回应
https://www.douban.com/group/topic/200334041/,是不是985硕士念完出来找的工作其实大专也能做 薪...,2020-11-08,28回应
https://www.douban.com/group/topic/200333718/,希望我妈不要再想当然了,2020-11-08,0回应
https://www.douban.com/group/topic/200330347/,建筑学的出路在哪……,2020-11-08,52回应
https://www.douban.com/group/topic/200322907/,简直是在银行被折腾地最尴尬的five了，没有之一。,2020-11-08,8回应
https://www.douban.com/group/topic/200302351/,工业设计🐶想艰难转行法学,2020-11-08,41回应
https://www.douban.com/group/topic/200282281/,感觉本专业学不会，没有深造下去的信心，但也不知...,2020-11-08,20回应
https://www.douban.com/group/topic/200274601/,考公是苏州还是南京,2020-11-08,61回应
https://www.douban.com/group/topic/200262964/,真是全民考公，富二代也来卷考公了,2020-11-07,37回应
https://www.douban.com/group/topic/200257535/,一点关于考公与秋招寻找保底offer之间的心情记录,2020-11-07,0回应
https://www.douban.com/group/topic/200211039/,调查｜19年毕业的five到现在换了几份工作？,2020-11-07,0回应
https://www.douban.com/group/topic/200177003/,有没有five 人跟我一样，以前焦虑，现在躺平做废物...,2020-11-07,13回应
https://www.douban.com/group/topic/200150704/,父母的期望是“得寸进尺”的吧,2020-11-07,66回应
https://www.douban.com/group/topic/200147215/,废物来求助了考研还是考公,2020-11-07,23回应
https://www.douban.com/group/topic/200146889/,看了选调生的面试心态崩了,2020-11-07,22回应
https://www.douban.com/group/topic/200137177/,求问延毕或者留级的影响,2020-11-06,21回应
https://www.douban.com/group/topic/200123111/,考公和当老师那个好,2020-11-06,41回应
https://www.douban.com/group/topic/200111239/,真是累了倦了，活着好累啊,2020-11-06,4回应
https://www.douban.com/group/topic/200109354/,研究生成绩很差 没有奖学金影响考公和事业编吗？,2020-11-06,13回应
https://www.douban.com/group/topic/200090351/,有时候我在想是不是不听不看优秀的人自己的焦虑会...,2020-11-06,6回应
https://www.douban.com/group/topic/200087076/,可能要去小县城当银行柜员了,2020-11-06,21回应
https://www.douban.com/group/topic/200075267/,大家有没有工作了1个月之后又辞职考公的,2020-11-06,32回应
https://www.douban.com/group/topic/200057591/,明年春招是不是只会比秋招更难,2020-11-06,28回应
https://www.douban.com/group/topic/200024098/,27岁，考全日制研究生还是非全呢,2020-11-06,15回应
https://www.douban.com/group/topic/199994383/,择业期的朋友们三方和推荐表在自己手里吗,2020-11-05,3回应
https://www.douban.com/group/topic/199975324/,技术渣适合去大厂搞技术吗,2020-11-05,17回应
https://www.douban.com/group/topic/199893726/,你在为“恐惧未知”责备自己吗？,2020-11-05,28回应
https://www.douban.com/group/topic/199850054/,大家都说自己是小镇做题家 我是实打实的小镇废物,2020-11-04,3回应
https://www.douban.com/group/topic/199846662/,年度最废最傻逼就是我了吧？,2020-11-04,5回应
https://www.douban.com/group/topic/199844338/,吐槽我所接受的文科教育及其他,2020-11-04,9回应
https://www.douban.com/group/topic/199837413/,废物想考选调有啥要准备的嘛,2020-11-04,8回应
https://www.douban.com/group/topic/199815756/,各位研究生有不想读博士的吗？感觉身边的人好多想读,2020-11-04,17回应
https://www.douban.com/group/topic/199808211/,高考失利后的人生轨迹,2020-11-04,0回应
https://www.douban.com/group/topic/199808029/,一次更比一次低的five问：六级成绩到底有啥用啊,2020-11-04,28回应
https://www.douban.com/group/topic/199807836/,高考失利后的人生轨迹,2020-11-04,9回应
https://www.douban.com/group/topic/199797249/,新人报道/five北京人该怎么办啊,2020-11-04,24回应
https://www.douban.com/group/topic/199792839/,组里有没有找工作不考研不考公的啊，周围的人会用...,2020-11-04,15回应
https://www.douban.com/group/topic/199763165/,应不应该为了考公考编而跨专业考研,2020-11-03,6回应
https://www.douban.com/group/topic/199747622/,被自己的专业气到 到现在连自己的对象都要嫉妒,2020-11-03,4回应
https://www.douban.com/group/topic/199739353/,苟在18线事业编的我该选择考公还是考研,2020-11-03,11回应
https://www.douban.com/group/topic/199730633/,本科生直接去参加选调or考公可以吗？,2020-11-03,15回应
https://www.douban.com/group/topic/199729204/,废物发问，既想考公又想考事业单位，什么时候开始...,2020-11-03,9回应
https://www.douban.com/group/topic/199707828/,大家可以帮我看看我读的这个中外合作项目出来是法...,2020-11-03,30回应
https://www.douban.com/group/topic/199693138/,普通家庭five是不是不应该去日本读冷门专业,2020-11-03,48回应
https://www.douban.com/group/topic/199671910/,回家考公还是留在深圳打拼,2020-11-03,33回应
https://www.douban.com/group/topic/199643685/,除了考公还有回老家的办法吗,2020-11-03,5回应
https://www.douban.com/group/topic/199599562/,点击就看什么叫🐶,2020-11-02,1回应
https://www.douban.com/group/topic/199593233/,经济类就业除了银行和考公还有啥方向啊,2020-11-02,2回应
https://www.douban.com/group/topic/199589861/,考研从金融学跨到经济学专业有意义吗？,2020-11-02,13回应
https://www.douban.com/group/topic/199570375/,纯文科fiveの痛,2020-11-02,89回应
https://www.douban.com/group/topic/199570237/,我该不该去日本读研了,2020-11-02,25回应
https://www.douban.com/group/topic/199552976/,哭了电子商务专业真垃圾,2020-11-02,22回应
https://www.douban.com/group/topic/199550291/,准备考公被辅导员问工作找的如何并私发招聘信息你会?,2020-11-02,11回应
https://www.douban.com/group/topic/199547955/,偶尔有好运，裸考上岸公务员,2020-11-02,16回应
https://www.douban.com/group/topic/199512739/,有被毒打后考公的，有体制内辞职的吗,2020-11-01,20回应
https://www.douban.com/group/topic/199510807/,我该怎么劝我爸妈同意我考研考英语专业而不是环境专业,2020-11-01,46回应
https://www.douban.com/group/topic/199500721/,金融专业真的人均投行么？还是我太five了,2020-11-01,104回应
https://www.douban.com/group/topic/199472659/,本科毕业五年 硕士毕业一年多,2020-11-01,2回应
https://www.douban.com/group/topic/199442607/,预感到考公失败了,2020-11-01,21回应
https://www.douban.com/group/topic/199439874/,坐在法考考场上感慨，2016年以来什么考试都没通过,2020-11-01,41回应
https://www.douban.com/group/topic/199413188/,家长一个劲吹捧大专考公上岸邻居让我学习，之前准...,2020-11-01,60回应
https://www.douban.com/group/topic/199370649/,今天得知曾经暗恋的男生的近况我哭了,2020-10-31,119回应
https://www.douban.com/group/topic/199360114/,华五本科，在县城当公务员，不知该何去何从,2020-10-31,139回应
https://www.douban.com/group/topic/199313044/,经济学或许是商科中最适合five的专业？,2020-10-31,28回应
https://www.douban.com/group/topic/199297369/,如何缓解亲人带来的压力,2020-10-31,1回应
https://www.douban.com/group/topic/199297198/,秋招0offer是常态吗？,2020-10-31,102回应
https://www.douban.com/group/topic/199246634/,报名人才计划但是鸽了面试，这对我有影响吗？（急...,2020-10-30,9回应
https://www.douban.com/group/topic/199208878/,今日丧，最想去的公司今天被拒了秋招至今还是0offer,2020-10-30,15回应
https://www.douban.com/group/topic/199195367/,什么专业考公最吃香？（除计算机）,2020-10-30,34回应
https://www.douban.com/group/topic/199158011/,35 岁以后不进体制和泛体制的都去哪了,2020-10-30,9回应
https://www.douban.com/group/topic/199145468/,秋招到现在0offer，报名了国考还有一个月书都没看...,2020-10-29,32回应
https://www.douban.com/group/topic/199144595/,学习的目的到底是为了什么？为了挣钱还是为了快乐,2020-10-29,125回应
https://www.douban.com/group/topic/199143971/,大家都怎么渡过的这个秋招季啊…心态很难不崩，但...,2020-10-29,36回应
https://www.douban.com/group/topic/199115105/,一次又一次逃掉面试，我是不是废透了啊,2020-10-29,39回应
https://www.douban.com/group/topic/199087678/,真的很讨厌考公党天天劝人考公的……,2020-10-29,63回应
https://www.douban.com/group/topic/199082178/,名校985本，家里蹲2年，现在出来想找三四千的工作...,2020-10-29,169回应
